time,geo,age,sex\nat,BE,FO
1992,BruCap,40,F,4592,1788
1992,BruCap,41,M,4082,2187
1992,BruCap,41,F,4648,1944
1992,BruCap,42,M,4168,1968
1992,BruCap,42,F,4667,1640
1992,BruCap,43,M,4249,1963
1992,BruCap,43,F,4724,1672
1992,BruCap,44,M,4316,1891
1992,BruCap,44,F,4930,1551
1992,BruCap,45,M,4459,1786
1992,BruCap,45,F,4884,1508
1992,BruCap,46,M,3725,1577
1992,BruCap,46,F,4226,1368
1992,BruCap,47,M,3925,1595
1992,BruCap,47,F,4482,1365
1992,BruCap,48,M,3806,1499
1992,BruCap,48,F,4253,1292
1992,BruCap,49,M,3237,1528
1992,BruCap,49,F,3692,1238
1992,BruCap,50,M,2894,1319
